game_id,avg_temp,rain_sum,wind_speed_avg,snowfall_sum,is_indoor,rain_any,snow_any
166,51.44,0.0,15.2,0.0,False,False,False
167,55.22,0.0,12.1,0.0,True,False,False
168,34.88,0.0,6.1,0.0,True,False,False
169,43.52,0.0,7.8,0.0,True,False,False
170,45.5,0.0,7.0,0.0,False,False,False
171,44.78,0.0,8.0,0.0,False,False,False
172,58.1,0.0,7.1,0.0,False,False,False
173,53.42,0.0,9.3,0.0,False,False,False
174,42.98,0.0,10.1,0.0,False,False,False
175,53.78,0.0,12.1,0.0,True,False,False
176,27.68,0.3,11.1,2.45,False,True,True
177,49.1,20.8,20.9,0.0,False,True,False
178,33.98,0.0,17.3,0.07,False,False,True
179,17.779999999999998,0.0,18.8,0.0,False,False,False
180,31.1,0.0,18.5,0.0,False,False,False
181,20.3,0.0,20.3,0.14,False,False,True
182,36.32,0.0,12.8,0.0,False,False,False
183,20.3,0.0,11.9,0.0,True,False,False
184,37.76,0.0,11.3,0.0,False,False,False
185,50.54,0.0,16.9,0.0,True,False,False
186,40.1,0.0,6.7,0.0,False,False,False
187,38.66,0.0,8.9,0.0,True,False,False
188,49.46,0.0,10.3,0.0,False,False,False
189,76.46,0.2,13.1,0.0,False,True,False
190,33.44,0.0,7.5,0.0,False,False,False
191,19.76,0.0,11.1,0.0,False,False,False
192,31.64,0.0,12.9,0.0,False,False,False
193,22.46,0.0,18.6,0.14,False,False,True
194,36.5,0.0,13.4,0.0,False,False,False
195,36.14,0.0,25.0,0.0,True,False,False
196,40.46,0.0,21.8,0.0,False,False,False
197,71.06,0.1,22.2,0.0,False,True,False
198,62.6,0.0,17.1,0.0,False,False,False
199,34.52,0.0,10.3,0.0,False,False,False
200,35.78,0.0,7.8,0.0,False,False,False
201,56.48,0.0,12.1,0.0,False,False,False
202,51.98,2.7,13.0,0.0,True,True,False
203,58.1,0.0,8.0,0.0,True,False,False
204,52.52,16.6,14.8,0.0,False,True,False
205,36.68,0.0,15.8,0.0,True,False,False
206,57.2,5.3,12.6,0.0,False,True,False
207,58.28,0.0,18.6,0.0,False,False,False
208,53.96,1.6,18.2,0.0,True,True,False
209,43.88,26.3,26.8,0.0,False,True,False
210,52.88,0.0,7.3,0.0,True,False,False
211,45.86,1.3,18.1,0.0,False,True,False
212,45.14,4.6,12.3,0.0,False,True,False
213,36.86,0.0,14.4,0.0,False,False,False
214,55.22,0.0,11.7,0.0,False,False,False
215,33.08,0.0,15.4,0.0,True,False,False
216,41.18,0.0,13.1,0.0,False,False,False
217,61.52,0.0,11.3,0.0,True,False,False
218,51.620000000000005,0.0,8.0,0.0,False,False,False
219,43.52,0.0,11.7,0.0,False,False,False
220,57.74,0.0,9.5,0.0,True,False,False
221,44.06,0.0,7.5,0.0,False,False,False
222,41.36,0.0,10.4,0.0,True,False,False
223,48.92,0.0,5.3,0.0,False,False,False
224,35.78,0.0,6.8,0.0,True,False,False
225,37.58,24.2,12.8,0.0,False,True,False
226,46.58,0.0,6.9,0.0,False,False,False
227,49.1,0.0,9.1,0.0,True,False,False
228,37.76,2.2,23.5,0.21,False,True,True
229,39.56,0.9,17.6,0.0,False,True,False
230,37.58,0.6,16.2,0.0,True,True,False
231,38.84,0.0,6.4,0.0,True,False,False
232,45.14,0.0,15.4,0.0,True,False,False
233,42.260000000000005,0.0,12.4,0.0,False,False,False
234,64.58,5.2,6.6,0.0,False,True,False
235,49.28,33.4,19.4,0.0,True,True,False
236,46.22,0.0,6.9,0.0,False,False,False
237,20.12,0.0,11.1,0.35,False,False,True
238,38.48,5.2,11.0,0.0,False,True,False
239,45.32,13.8,23.6,0.0,False,True,False
240,71.06,5.2,13.4,0.0,False,True,False
241,40.46,0.0,10.2,0.0,False,False,False
242,51.08,18.7,16.1,0.0,False,True,False
243,47.120000000000005,0.0,18.0,0.0,False,False,False
244,57.92,23.1,18.6,0.0,False,True,False
245,47.120000000000005,11.5,15.3,0.28,False,True,True
246,38.3,24.2,15.7,4.27,True,True,True
247,62.6,33.8,13.5,0.0,True,True,False
248,36.32,0.0,9.9,0.0,True,False,False
249,72.68,0.0,13.6,0.0,False,False,False
250,51.98,0.0,11.7,0.0,True,False,False
251,10.94,0.0,8.1,0.0,False,False,False
252,50.72,24.6,19.5,0.0,True,True,False
253,37.58,0.0,8.8,0.0,False,False,False
254,51.26,0.0,4.9,0.0,False,False,False
255,39.56,0.0,11.9,0.0,False,False,False
